"","X.1","X","importance","BWrank","lmc","lmc1","lmc10","equal","LG","LG1","LG10"
"1",1,"FoodProvision",1.03165529803679,1.11436950146628,1.75668096372125,1.45468358490608,1.09901707600948,1,1.70942728202059,1.45446994744997,1.09893013730542
"2",2,"AboriginalNeeds",0.830356703297906,0.361681329423265,0,0.399107937551371,0.869142900698165,1,0.0623332585334231,0.39931637037392,0.869241708303344
"3",3,"NaturalProducts",0.87499247865305,0.408602150537634,0.0188598471105995,0.410440669979125,0.871610845584334,1,0.0800359039569153,0.410656955292539,0.871710354754926
"4",4,"CarbonStorage",1.02159036829985,0.73900293255132,0.751192480654899,0.850493536547995,0.967441769734015,1,0.766761413219638,0.850583800533487,0.967474713758705
"5",5,"CoastalProtection",1.04926892507644,0.985337243401759,1.41797036336373,1.25115507368404,1.05469438934391,1,1.39190166305134,1.25105818838149,1.05465096468445
"6",6,"CoastalLivelihoods",1.02506386307319,1.13196480938416,1.62337982222408,1.37458398706509,1.08157367529954,1,1.58451143191962,1.37444694682703,1.08151053347102
"7",7,"TourismRecreation",0.953843545043296,0.420332355816227,0.0494207723412319,0.428804487371298,0.875609959611995,1,0.108646869623756,0.428985576692702,0.875700174196038
"8",8,"IconicPlacesSPecies",1.04172022777374,0.705767350928641,0.688155229807595,0.812614952875267,0.959192897940174,1,0.707731817388486,0.812768540259077,0.959242994781073
"9",9,"CleanWaters",1.11469096836658,1.45845552297165,2.54386475191647,1.92769607492083,1.20202566315014,1,2.44751539631486,1.92730046160972,1.20185704798562
"10",10,"Biodiversity",1.05681762237915,0.856304985337243,1.15047576886014,1.09041969509891,1.01969082262825,1,1.14113496397138,1.09041321258006,1.0196813707594
