"","X.1","X","importance","BWrank","lmc","lmc1","lmc10","equal","LG","LG1","LG10"
"1",1,"FoodProvision",1.05845473043768,1.0632781852294,1.42930806135177,1.29741687808626,1.07899597556857,1,1.41110417436433,1.29742119639527,1.07898986585456
"2",2,"AboriginalNeeds",0.732202721936414,0.203308886235715,0,0.307218044893508,0.815992331194911,1,0.0424698782388591,0.307256476198377,0.816019440847159
"3",3,"NaturalProducts",0.852449890784023,0.367729831144466,0.290196079091967,0.508260651931079,0.869390635205001,1,0.320307821677475,0.508263662927355,0.86940343266738
"4",4,"CarbonStorage",1.0094434765527,0.790721473648303,0.959510499762122,0.971949604863918,0.992549621450145,1,0.961220754180098,0.971944411158326,0.992548926485625
"5",5,"CoastalProtection",1.07009334713706,1.02439024390244,1.33207299110372,1.23005417601489,1.06110397696613,1,1.31796773138651,1.23003985116496,1.06109455951679
"6",6,"CoastalLivelihoods",1.0006413676745,0.923759167661606,1.10573367435487,1.07325038164016,1.01945580693224,1,1.10124394273362,1.07324687136093,1.01945308745036
"7",7,"TourismRecreation",0.951257641930121,0.480300187617261,0.46531261764268,0.629578229879723,0.901613421232934,1,0.48802137084273,0.629599245378095,0.901628040386434
"8",8,"IconicPlacesSPecies",1.07772910111782,0.866450622548184,1.05148702982514,1.03566928518489,1.00947400833182,1,1.04930328164749,1.03566940432187,1.00947316968879
"9",9,"CleanWaters",1.15851208833332,1.48217636022514,2.09917327937384,1.76148741348542,1.20225631275042,1,2.05248427552758,1.76143992675006,1.2022251218113
"10",10,"Biodiversity",1.08921563409637,0.979703223605663,1.26720576749389,1.18511533402015,1.04916791036783,1,1.2558767694013,1.18511895434476,1.0491643552916
