"","importance","BWrank","lmc","lmc1","lmc10","equal"
"FoodProvision",1.06714542061107,1.13811802232855,1.50647733001166,1.35368083244425,1.09519927869517,1
"AboriginalNeeds",0.688051331924772,0.192025518341308,0,0.301684771486017,0.81203644654149,1
"NaturalProducts",0.886462439946434,0.438277511961722,0.459363916871653,0.622465590067324,0.898380120687306,1
"CarbonStorage",0.984579260780093,0.701116427432217,0.826083568727231,0.87855150755342,0.967310049573147,1
"CoastalProtection",1.05116487354701,0.991387559808612,1.26986791781681,1.18845287669884,1.0507253327973,1
"CoastalLivelihoods",1.02191426089972,1.00031897926635,1.25036075247839,1.17483072607788,1.04705869668238,1
"TourismRecreation",0.984579260780093,0.586921850079745,0.655008686927287,0.75908731237629,0.935154206882536,1
"IconicPlacesSPecies",1.07158446146219,0.835725677830941,1.02826857632875,1.01974037733878,1.00531346205797,1
"CleanWaters",1.17159307156332,1.43859649122807,1.93064907877426,1.64988642411058,1.1749281078693,1
"Biodiversity",1.0729256184853,0.85933014354067,1.07392017206395,1.05161958184663,1.0138942982134,1
